TIME	ALTITUDE	ORIENTATION_X	ORIENTATION_Y	ORIENTATION_Z	ANGVELOCITY_X	ANGVELOCITY_Y	ANGVELOCITY_Z	LINEARACCEL_X	LINEARACCEL_Y	LINEARACCEL_Z	MAGNETOMETER_X	MAGNETOMETER_Y	MAGNETOMETER_Z	ACCELEROMETER_X	ACCELEROMETER_Y	ACCELEROMETER_Z	GRAVITY_X	GRAVITY_Y	GRAVITY_Z	
4534082 200.65	189.69	24.88	-140.69	-12.26	-2.00	-0.35	5.12	-2.92	6.53	-11.88	12.06	35.69	9.25	2.70	-0.34	4.13	5.63	-6.88	
4534158 199.56	244.75	14.62	-88.50	-12.33	-1.57	-2.57	3.32	-6.50	-1.15	-4.50	-32.69	23.75	5.81	2.97	-0.90	2.48	9.48	0.24	
4534236 200.13	264.44	4.25	-38.94	-13.30	0.60	-3.23	5.14	-1.84	1.33	8.25	-38.88	-19.00	11.32	0.67	20.26	0.49	5.15	8.32	
4534313 198.65	279.56	4.19	19.81	-14.57	-1.78	-4.28	4.84	-12.61	13.55	14.75	-17.88	-35.00	3.71	-15.44	17.58	1.05	-4.57	8.60	
4534392 196.46	324.50	30.44	81.56	-14.27	2.85	-8.42	-3.40	-8.76	3.21	2.56	36.88	-17.69	1.57	-17.12	4.45	4.97	-8.35	1.23	
4534469 195.22	64.44	65.38	110.44	-13.60	8.71	-3.80	-8.49	-1.62	18.56	-15.56	39.75	6.06	0.41	-5.45	17.14	8.91	-3.82	-1.42	
4534546 194.22	128.62	71.38	90.19	-13.71	4.92	1.21	-3.19	-21.75	16.66	-42.50	9.69	10.25	5.49	-22.67	12.02	9.26	-3.22	-0.05	
4534624 192.53	188.44	74.38	118.75	-10.60	1.51	-2.36	-3.91	-18.25	-0.01	-45.06	6.19	6.19	4.78	-19.71	-3.18	9.52	-1.92	-1.32	
4534704 190.08	248.75	81.19	-68.88	-7.42	4.71	-5.17	-6.67	-12.63	-9.73	-45.38	-7.38	-1.75	0.29	-8.26	-4.05	9.56	1.83	1.15	
4534783 189.46	284.94	44.69	-24.44	-6.74	7.77	-3.75	-18.47	-2.66	-3.26	-41.56	-13.75	-12.06	-11.57	0.22	3.07	6.90	2.88	6.33	
4534860 188.44	295.88	6.50	5.00	-6.70	8.43	0.35	-11.27	0.70	4.09	-11.06	-9.06	-36.38	-10.16	-0.15	13.79	1.11	-0.85	9.70	
4534937 186.82	292.75	-15.62	35.88	-9.00	3.03	0.60	1.81	-4.60	6.85	26.19	18.06	-30.25	-0.38	-7.09	8.80	-2.84	-6.18	7.05	
4535014 186.09	284.88	-22.00	78.44	-8.67	1.28	0.72	3.26	3.74	0.16	31.69	29.50	-18.00	-0.53	-4.96	2.04	-3.76	-8.99	1.03	
4535094 188.48	265.94	-25.50	119.06	-9.14	0.70	1.02	1.29	2.22	9.54	35.56	31.88	12.38	-2.93	-5.50	5.24	-4.22	-7.73	-4.30	
4535170 189.33	137.19	-29.38	155.00	-4.99	-0.93	0.70	1.18	-3.99	5.18	36.19	23.06	21.06	-3.63	-7.60	-2.55	-4.81	-3.60	-7.74	
4535248 187.69	132.56	-30.56	170.00	-2.88	0.69	-0.47	-4.37	-9.29	-0.33	39.38	4.25	26.75	-9.25	-10.62	-8.74	-4.87	-1.33	-8.40	
4535325 185.27	132.19	-18.44	146.44	10.33	3.08	-2.59	-17.73	-3.05	-1.42	38.19	-0.19	28.50	-14.65	-9.18	-12.64	-2.73	-5.96	-7.28	
4535405 186.02	125.12	4.69	136.56	-7.59	4.82	-4.03	-13.10	-4.15	-6.40	23.06	28.00	25.19	-12.08	-9.09	-12.37	1.41	-5.92	-7.68	
4535485 184.09	135.38	33.94	-165.12	-16.98	6.59	1.99	-11.38	3.76	-1.38	8.75	24.00	33.38	-5.90	5.84	-9.24	5.48	2.08	-7.86	
4535562 180.44	254.25	77.69	-78.38	-21.59	-2.85	11.64	-27.31	19.89	-2.35	-24.88	-29.56	17.06	-17.72	21.93	-1.93	9.58	2.03	0.41	
4535639 177.40	330.31	49.50	-174.81	-20.74	-13.51	2.21	-20.12	14.81	-18.84	-44.50	7.75	8.38	-4.45	36.61	-29.66	6.62	1.90	-6.97	
4535716 176.43	149.31	7.31	-89.69	-20.25	-5.16	-5.88	-4.72	5.81	9.01	-29.88	-11.19	27.06	-1.23	22.28	17.50	0.73	9.60	1.86	
4535796 174.90	181.81	-8.44	-5.00	-19.32	0.64	-6.57	-1.55	-10.19	4.37	2.88	-35.56	-25.69	-2.99	-9.34	14.04	-1.44	0.85	9.66	
4535872 172.98	203.31	-7.81	87.88	-19.96	6.14	-2.42	-3.77	-5.66	1.64	11.56	0.69	-37.19	-5.11	-15.37	2.00	-1.33	-9.70	0.35	
4535950 171.71	49.38	3.56	164.88	-18.79	4.70	2.13	-2.70	-8.51	3.10	11.88	37.75	23.06	-0.38	-11.96	-7.90	0.97	-0.83	-9.72	
4536027 169.42	207.56	20.25	-113.12	-18.54	1.51	3.34	-1.81	-14.52	-6.38	4.75	5.06	39.50	3.15	-6.15	-11.36	3.71	8.84	-2.02	
4536107 167.95	224.62	32.25	-27.69	-18.85	-0.59	2.57	1.40	-3.79	-14.94	-12.50	-42.00	-6.88	4.56	-0.07	-7.12	5.37	2.34	7.86	
4536187 165.88	241.50	34.75	61.31	-18.21	-1.62	1.75	1.93	5.95	-10.87	-17.88	-19.38	-32.88	7.53	-1.11	-7.01	5.59	-7.06	3.86	
4536263 164.92	22.00	28.81	144.81	-17.53	-2.16	0.22	2.29	6.53	-1.93	-19.75	37.88	-3.25	7.02	1.59	-8.96	4.73	-4.94	-7.02	
4536341 162.88	37.56	22.69	-147.69	-17.08	-1.75	0.23	4.53	8.16	7.35	-13.88	0.00	37.06	6.17	9.85	1.47	3.66	6.00	-6.83	
4536418 162.33	208.31	17.06	-78.38	-16.49	-3.08	-1.64	0.00	-7.90	2.86	-10.56	-30.50	24.75	2.50	0.14	4.98	2.76	8.83	3.23	
4536498 161.79	237.81	10.44	-11.44	-15.84	0.52	-4.17	-1.21	-4.63	-4.61	-4.00	-31.56	-28.25	0.56	-2.72	4.83	1.77	1.91	9.45	
4536574 159.72	260.50	4.88	57.50	-15.59	4.07	-2.31	1.27	-11.31	-0.97	-1.19	-2.50	-38.19	2.11	-19.56	4.26	0.83	-8.24	5.24	
4536652 159.76	293.19	10.69	111.25	-13.58	6.14	-1.58	-2.97	-11.77	-5.19	2.50	43.38	-1.19	-1.85	-19.39	-9.50	2.19	-8.43	-4.49	
4536729 159.43	114.56	35.38	152.69	-10.00	8.54	1.48	-11.27	-9.93	-3.71	-5.50	36.75	22.25	-5.65	-12.21	-10.54	6.20	-3.11	-6.92	
4536809 157.56	130.94	64.62	155.38	-7.95	7.50	4.41	-10.82	-10.87	4.64	-33.88	4.38	26.00	3.24	-19.97	4.37	9.02	-1.87	-3.34	
4536888 156.27	160.56	69.12	116.81	-6.31	3.20	2.48	-1.34	-19.54	6.18	-42.69	3.25	12.88	7.81	-22.66	4.60	9.16	-3.11	-1.57	
4536965 154.96	187.12	71.50	116.69	-3.93	1.46	-1.31	0.66	-17.09	3.10	-45.50	12.06	2.19	9.96	-19.87	1.71	9.30	-2.77	-1.39	
4537043 152.99	211.62	82.50	141.44	-2.70	1.07	-3.26	2.27	-2.33	1.90	-45.00	11.38	0.88	11.04	-1.15	-0.55	9.75	-0.46	-0.91	
4537119 150.68	236.12	81.56	-97.25	-2.66	1.02	-1.93	4.70	9.37	-3.46	-48.25	0.69	-0.25	14.04	11.21	-3.07	9.68	1.56	-0.03	
4537199 148.67	245.94	80.56	-52.81	-2.50	1.00	1.86	3.04	13.96	-2.27	-46.69	-6.19	-6.06	12.72	15.24	-1.30	9.67	1.27	0.96	
4537276 146.86	238.88	77.19	46.75	-2.03	0.39	4.54	-1.21	7.29	-3.93	-46.38	-2.50	-8.88	8.35	5.71	-2.44	9.56	-1.57	1.48	
4537353 145.44	224.50	58.81	77.12	-1.69	-0.17	5.33	0.94	-1.76	-5.94	-42.00	15.50	-9.38	9.07	-7.15	-4.91	8.12	-5.38	1.03	
4537431 144.55	207.81	38.31	87.19	-1.26	-0.19	4.23	-3.37	1.99	-3.31	-36.06	25.75	-6.06	4.67	-7.44	-3.35	5.77	-7.92	0.26	
4537510 144.33	197.00	24.44	89.62	0.24	1.71	1.43	4.68	-13.93	-19.95	-19.50	38.38	-2.69	5.38	-16.39	-16.54	3.99	-8.95	0.19	
4537590 143.90	212.50	26.44	73.44	2.78	5.39	-2.97	-0.76	-9.43	-15.42	-13.00	41.00	-2.38	3.60	-17.85	-12.93	4.36	-8.41	2.49	
4537667 142.89	242.69	31.31	38.69	3.77	5.37	-6.39	-3.81	-1.99	-4.61	-15.19	36.50	-16.38	1.28	-7.23	1.92	5.09	-5.23	6.53	
4537744 141.01	269.75	28.44	4.50	4.06	1.91	-7.72	-0.61	3.71	7.81	-17.69	28.19	-24.69	2.01	7.29	14.81	4.60	0.00	8.65	
4537821 139.42	291.56	29.00	-26.38	3.91	-3.30	-2.86	5.41	29.83	8.57	-18.00	1.56	-35.38	8.36	25.30	9.75	4.96	4.19	7.34	
4537901 138.39	282.88	47.12	-52.94	5.58	-3.41	4.52	-5.69	7.69	-8.61	-26.38	-17.75	-26.00	1.49	13.01	-4.59	7.19	5.32	4.01	
4537977 136.70	240.88	72.00	-56.44	5.70	1.49	5.54	1.16	-9.29	-5.46	-35.56	-20.69	-17.38	10.49	-6.76	-3.79	9.32	2.52	1.67	
4538055 135.27	204.69	72.94	-12.81	6.21	3.26	3.24	-5.32	-4.82	0.76	-44.69	-6.75	-12.50	3.97	-4.27	3.82	9.29	0.55	3.06	
4538132 133.98	178.19	62.25	-17.19	6.26	1.19	0.39	2.44	-4.37	22.89	-42.50	-4.06	-16.69	8.90	0.72	25.17	8.67	1.58	4.29	
4538212 132.66	160.75	70.25	-46.69	4.99	-3.20	1.14	-3.90	-2.49	5.90	-39.38	-13.06	-17.56	3.01	1.32	4.47	9.33	2.38	1.84	
4538292 131.43	134.62	81.19	-132.31	4.87	-3.22	2.70	-0.51	-3.15	-1.11	-41.69	-15.19	-10.56	9.17	-2.04	-2.12	9.69	1.10	-1.01	
4538368 130.51	94.06	71.44	146.75	5.74	-1.61	1.86	30.24	-37.91	3.84	-45.56	-6.75	6.56	39.54	-39.61	1.23	9.29	-1.70	-2.60	
4538446 129.42	66.62	70.38	165.00	8.62	-3.27	-5.34	3.72	2.02	5.98	-43.38	2.88	13.25	2.27	-3.45	-1.72	9.15	-0.68	-3.44	
4538523 128.49	14.81	53.69	165.31	9.27	-4.09	-2.24	27.15	19.86	-7.96	-41.56	0.69	19.00	35.75	20.72	-36.04	7.83	-1.92	-5.57	
4538603 127.42	328.94	66.81	99.88	9.13	5.59	-2.24	20.56	1.37	3.75	-36.25	17.69	17.88	29.58	-2.42	3.08	9.01	-3.79	-0.66	
4538679 126.61	314.75	71.88	-0.56	9.28	0.69	-3.99	-6.56	5.65	4.79	-41.06	19.50	2.25	2.76	5.68	7.84	9.32	0.03	3.04	
4538757 126.03	295.06	71.62	-62.75	9.41	-1.31	-0.27	-7.21	-0.63	-2.54	-44.69	-2.25	-11.75	2.10	2.22	-1.50	9.32	2.86	1.03	
4538834 125.32	251.69	76.50	-113.88	9.29	0.76	1.88	-6.35	0.02	-4.09	-44.69	-7.88	-5.50	2.77	0.83	-4.69	9.58	1.82	-0.99	
4538914 124.65	203.00	85.38	-4.50	8.74	4.04	-0.29	-4.41	-6.93	-7.72	-46.50	-4.88	-1.38	5.70	-6.78	-7.06	9.75	0.87	0.48	
4538994 124.09	178.56	65.44	-63.44	9.08	3.02	-4.46	0.22	-6.19	3.70	-46.06	-3.88	-5.88	9.14	-2.55	5.52	8.92	3.64	1.81	
4539070 123.61	167.50	44.56	-106.88	9.24	-1.85	-3.25	5.72	6.02	0.47	-37.69	-25.06	-6.38	12.61	12.70	-1.55	6.88	6.68	-2.03	
4539148 123.26	133.94	37.62	-146.50	9.24	-1.09	0.59	3.75	-0.83	-3.21	-23.69	-29.69	22.50	9.23	2.09	-10.02	5.97	3.63	-6.87	
4539224 122.74	51.38	40.88	170.94	8.98	1.55	0.03	-1.06	-2.53	2.60	-22.19	-15.25	29.50	4.60	-4.12	-3.56	6.53	-1.77	-7.09	
4539304 122.23	325.81	49.88	132.38	9.11	1.05	-2.11	-1.48	1.23	4.51	-26.56	14.50	26.25	6.01	-3.43	0.25	7.49	-4.66	-4.26	
4539381 121.77	291.88	60.38	100.19	9.34	-1.33	-2.66	2.72	4.57	1.43	-31.56	23.69	16.50	11.25	-0.19	0.57	8.52	-4.76	-0.85	
4539458 121.32	261.81	66.69	79.12	9.60	-1.73	-0.69	9.42	1.85	-10.84	-38.19	24.50	0.00	18.46	-1.82	-9.89	9.04	-3.68	0.94	
4539536 120.95	228.38	69.62	40.50	9.89	-0.14	-0.67	4.29	-3.94	-9.60	-40.06	20.00	-6.88	12.53	-6.04	-6.05	9.21	-1.88	2.78	
4539616 120.65	202.44	70.81	-19.88	10.09	-0.42	-1.72	0.35	-4.45	-3.15	-41.88	5.56	-15.88	9.49	-2.45	-0.04	9.25	1.54	2.84	
4539695 120.30	174.19	68.38	-86.81	10.25	-1.42	-1.03	-0.61	-3.10	-2.79	-41.56	-6.19	-15.06	8.50	0.49	-2.59	9.11	3.59	0.19	
4539772 119.86	126.94	64.81	-142.88	10.27	-0.90	0.06	0.09	-4.48	-2.21	-40.38	-21.19	2.50	8.97	-1.97	-5.53	8.87	2.51	-3.32	
4539849 119.48	66.69	63.88	176.94	10.30	0.03	-0.40	-0.51	-3.79	1.28	-38.56	-8.56	19.38	8.42	-4.16	-2.76	8.81	-0.61	-4.26	
4539926 119.17	2.31	65.19	139.44	10.39	-0.41	-1.25	1.64	-1.42	2.07	-38.88	2.75	19.88	10.93	-3.81	-0.21	8.92	-2.86	-2.89	
4540006 118.83	310.75	67.06	109.06	10.49	-1.45	-0.80	0.97	3.38	-1.02	-39.69	17.75	11.69	10.01	-0.21	-2.27	9.03	-3.60	-1.24	
4540082 118.53	265.00	67.19	76.44	10.54	-1.00	0.24	-0.35	1.68	-4.34	-40.38	19.56	4.25	8.68	-2.00	-3.45	9.04	-3.68	0.88	
4540160 118.22	231.69	67.06	40.50	10.59	-0.13	0.12	-1.83	-1.97	-4.93	-39.69	18.56	-8.75	7.19	-4.14	-1.80	9.03	-2.17	3.13	
4540237 118.02	200.94	67.62	-9.81	10.71	-0.28	-0.58	-2.16	-3.73	-3.48	-39.25	12.25	-16.75	7.10	-3.24	0.22	9.08	1.06	3.54	
4540317 117.68	169.94	68.12	-68.31	10.76	-1.12	-0.58	-1.66	-4.96	-0.65	-40.38	-10.50	-15.56	7.71	-1.62	0.51	9.09	3.54	0.87	
4540397 117.26	125.06	66.50	-130.44	10.77	-1.40	0.26	-0.25	-4.92	1.83	-41.19	-19.25	-5.56	8.73	-1.95	-0.70	8.99	2.96	-2.53	
4540474 116.98	52.75	62.62	172.56	10.83	-0.92	0.69	1.85	-2.53	3.63	-40.06	-13.69	16.06	10.56	-3.11	-0.83	8.70	-0.58	-4.46	
4540551 116.66	346.25	59.00	128.94	10.91	-0.69	0.57	2.13	1.34	3.96	-37.50	12.25	19.88	10.47	-2.50	0.62	8.36	-4.28	-2.79	
4540628 116.35	293.31	55.62	83.62	10.96	-0.61	0.65	0.68	3.16	-0.48	-35.25	23.00	10.75	8.97	-2.26	0.18	8.06	-5.45	1.14	
4540708 115.98	257.81	53.88	39.56	10.99	-0.32	0.72	1.49	0.82	-4.22	-33.75	26.25	-11.00	9.42	-2.85	0.23	7.92	-3.68	4.45	
4540784 115.55	229.75	54.19	-5.50	11.01	-0.30	0.48	0.75	-2.59	-4.34	-33.38	18.56	-20.88	8.71	-2.04	1.36	7.95	0.55	5.70	
4540862 115.21	204.69	56.25	-46.56	10.98	-0.39	0.57	1.16	-4.87	-2.21	-34.19	-9.06	-24.19	9.52	-0.69	1.39	8.19	4.27	3.27	
4540939 114.89	166.25	59.88	-95.50	10.91	-0.15	0.91	1.98	-5.21	0.51	-36.00	-21.56	-14.38	10.69	-0.33	-0.10	8.53	4.73	-0.98	
4541019 114.60	105.75	63.75	-146.06	10.94	0.47	0.70	2.41	-3.64	3.44	-37.06	-23.38	9.50	11.08	-1.36	-0.11	8.82	1.97	-3.78	
4541099 114.25	30.62	66.25	163.50	10.94	0.35	0.01	1.38	0.14	4.69	-38.56	-14.56	16.38	10.36	-0.97	0.91	8.97	-1.11	-3.78	
4541175 113.91	327.62	66.69	115.75	10.90	-0.18	-0.01	1.17	3.41	1.42	-39.69	9.00	16.50	10.17	-0.08	-0.26	9.00	-3.49	-1.68	
4541253 113.47	286.12	65.81	75.44	10.86	-0.13	0.34	2.00	2.92	-2.64	-38.56	17.75	9.88	11.01	-1.23	-1.63	8.93	-3.79	1.40	
4541329 113.21	250.00	64.62	28.12	10.86	0.15	0.05	2.29	-0.72	-3.88	-39.69	21.50	-9.50	11.18	-2.74	0.09	8.85	-1.57	3.89	
4541409 112.86	220.12	64.94	-22.38	10.92	-0.38	-0.30	1.81	-2.92	-2.57	-39.19	3.38	-20.88	10.70	-1.34	1.25	8.88	1.57	3.83	
4541486 112.45	185.88	66.88	-76.06	10.81	-0.77	0.33	1.74	-3.64	-1.17	-38.75	-9.50	-16.38	10.76	0.08	-0.24	9.02	3.73	0.92	
4541637 112.08	76.94	71.50	-177.31	10.73	0.41	0.37	2.04	-1.87	2.97	-41.75	-15.69	10.25	11.35	-1.73	-0.13	9.30	0.14	-3.10	
4541716 111.63	14.56	72.81	133.44	10.71	0.11	-0.14	1.33	1.67	2.23	-42.06	1.56	14.50	10.70	-0.42	0.24	9.37	-2.09	-1.98	
4541794 111.38	330.00	73.00	93.69	10.60	-0.16	0.05	0.45	2.91	-1.34	-42.50	9.38	12.00	9.83	0.04	-1.25	9.37	-2.87	0.09	
4541872 110.96	288.12	72.25	48.56	10.54	0.08	0.21	0.08	1.15	-3.56	-41.75	17.06	-1.19	9.77	-1.26	-1.54	9.33	-2.04	2.20	
4541951 110.60	253.12	71.25	1.75	10.48	0.23	-0.07	0.75	-1.36	-3.74	-42.50	15.88	-9.06	10.04	-1.46	-0.59	9.28	-0.09	3.14	
4542028 110.27	220.12	70.50	-46.38	10.42	-0.02	-0.21	0.24	-2.96	-2.66	-41.75	-0.38	-16.50	9.49	-0.59	-0.40	9.24	2.37	2.25	
4542106 109.95	187.00	70.19	-88.12	10.32	-0.10	-0.06	-0.22	-3.85	-0.86	-41.50	-16.50	-5.25	9.00	-0.54	-1.09	9.22	3.31	-0.23	
4542183 109.58	138.31	70.06	-133.75	10.20	0.03	-0.05	0.03	-3.44	1.48	-41.75	-19.06	0.25	9.06	-1.02	-0.76	9.21	2.17	-2.53	
4542262 109.24	78.12	69.75	-176.88	10.09	-0.09	-0.21	0.05	-0.73	3.13	-41.50	-10.50	15.19	9.26	-0.55	-0.24	9.20	0.18	-3.38	
4542339 109.03	16.62	68.88	140.75	9.93	-0.30	0.07	1.28	2.63	1.76	-41.06	-2.50	16.75	10.43	0.39	-0.96	9.14	-2.23	-2.73	
4542417 108.69	331.12	67.56	102.94	9.80	-0.08	0.35	0.98	2.92	-1.14	-41.06	15.25	11.19	10.03	-0.81	-1.63	9.05	-3.74	-0.49	
4542494 108.41	292.44	66.19	58.69	9.71	0.23	0.15	0.56	1.75	-2.54	-40.00	20.69	3.69	9.33	-1.69	-0.33	8.96	-3.18	2.38	
4542573 108.04	263.06	65.88	14.56	9.62	-0.07	-0.13	0.51	0.11	-3.09	-40.00	16.19	-13.56	9.75	-0.34	0.66	8.96	-0.63	3.93	
4542653 107.76	235.06	67.31	-27.94	9.46	-0.42	0.24	0.15	-1.67	-3.20	-40.25	7.75	-18.19	9.20	0.10	0.13	9.05	1.77	3.33	
4542729 107.45	201.75	70.06	-68.31	9.30	-0.12	0.67	0.22	-3.81	-2.19	-41.06	-10.50	-14.75	9.44	-0.70	-0.95	9.22	3.10	1.23	
4542807 107.07	166.06	72.38	-101.88	9.20	0.28	0.49	0.15	-4.38	1.07	-42.50	-17.50	-0.88	9.37	-1.47	0.74	9.36	2.79	-0.83	
4542883 106.76	119.19	73.75	-141.12	9.10	0.08	0.07	-1.21	-2.55	3.63	-42.50	-16.75	3.19	8.16	-0.67	1.51	9.41	1.51	-2.27	
4542963 106.51	66.75	73.06	176.81	8.94	-0.35	0.26	-0.86	0.99	3.58	-42.88	-8.25	12.69	8.51	0.84	0.73	9.38	-0.15	-2.84	
4543040 106.19	12.88	70.69	132.69	8.76	-0.17	0.74	-0.33	2.49	1.30	-42.88	-0.19	14.69	8.91	0.11	-0.89	9.25	-2.37	-2.19	
4543117 105.84	333.44	68.12	94.44	8.66	0.37	0.67	1.42	2.27	-0.60	-41.06	14.88	8.25	10.66	-1.55	-0.72	9.08	-3.69	0.05	
4543194 105.53	301.00	66.19	52.06	8.56	0.42	0.01	1.85	1.31	-1.58	-41.75	19.25	1.19	10.82	-1.76	1.01	8.96	-2.90	2.70	
4543274 105.22	276.25	66.44	11.88	8.44	-0.24	-0.25	1.42	0.54	-2.60	-40.25	14.50	-13.56	10.39	0.02	1.00	9.00	-0.47	3.85	
4543354 104.86	251.50	68.69	-25.88	8.26	-0.59	0.23	0.98	-2.15	-3.56	-40.00	7.75	-17.25	10.12	-0.59	-0.36	9.13	1.55	3.20	
4543431 104.55	222.50	71.50	-62.88	8.15	-0.36	0.45	1.90	-4.68	-1.88	-41.75	-6.88	-15.25	11.20	-1.91	-0.46	9.30	2.76	1.41	
4543509 104.20	192.94	72.94	-97.25	8.11	-0.35	0.24	-0.28	-4.66	1.26	-44.00	-15.00	-4.25	9.61	-1.67	0.97	9.38	2.78	-0.61	
4543585 103.88	152.75	72.88	-140.19	8.01	-0.50	0.28	0.34	-2.93	2.97	-42.50	-16.06	0.25	10.24	-0.94	0.77	9.36	1.63	-2.39	
4543665 103.55	104.19	71.12	176.69	7.89	-0.54	0.57	2.48	-0.56	3.45	-44.00	-9.69	12.25	11.76	-0.74	0.28	9.28	-0.17	-3.16	
4543742 103.21	53.88	68.44	136.56	7.79	-0.23	0.64	1.26	1.15	2.37	-42.06	-1.56	14.38	10.38	-1.31	-0.24	9.12	-2.47	-2.61	
4543819 102.87	17.19	66.50	104.56	7.72	-0.03	0.43	2.96	1.86	1.87	-42.06	12.69	11.50	11.76	-1.81	0.88	8.98	-3.87	-0.70	
4543896 102.56	345.12	65.44	71.56	7.65	-0.21	0.17	1.59	3.01	-0.50	-41.50	17.75	6.19	9.76	-0.78	0.73	8.92	-3.77	1.54	
4543976 102.22	318.88	65.56	41.75	7.50	-0.40	0.28	1.38	2.40	-2.61	-40.00	19.25	-6.56	10.77	-0.29	0.17	8.93	-2.50	3.17	
4544056 101.96	294.75	66.19	13.88	7.38	-0.31	0.43	0.69	0.15	-4.18	-41.75	16.25	-10.69	9.67	-0.79	-0.35	8.97	-0.95	3.83	
4544133 101.64	271.50	67.06	-14.44	7.30	-0.12	0.31	1.05	-2.71	-3.99	-40.25	6.00	-16.50	10.09	-1.75	-0.29	9.03	0.95	3.69	
4544212 101.32	251.56	67.69	-41.94	7.22	-0.16	0.01	0.40	-3.90	-2.67	-41.50	-6.50	-15.75	9.48	-1.22	-0.10	9.07	2.67	2.56	
4544288 100.92	227.19	68.00	-76.06	7.14	-0.29	-0.05	0.58	-4.29	-1.25	-42.06	-11.69	-12.06	9.65	-0.66	-0.53	9.09	3.61	0.60	
4544368 100.56	197.56	68.06	-110.69	7.05	-0.20	0.08	0.47	-4.24	-0.34	-41.06	-18.25	-2.56	9.57	-0.82	-1.63	9.10	3.41	-1.29	
4544445 100.25	160.38	68.38	-142.06	6.95	0.17	-0.01	-0.16	-3.55	1.14	-42.06	-17.50	4.88	8.95	-1.33	-1.70	9.11	2.21	-2.84	
4544525 99.96	118.56	69.19	-169.12	6.89	0.30	-0.40	-0.23	-2.09	2.98	-42.06	-12.25	11.75	8.93	-1.43	-0.43	9.16	0.65	-3.41	
4544605 99.69	77.38	69.94	166.81	6.81	0.01	-0.57	-0.52	0.62	3.71	-42.50	-6.75	13.88	8.68	-0.13	0.44	9.21	-0.76	-3.27	
4544682 99.42	43.19	69.94	145.75	6.67	-0.33	-0.20	-0.75	3.09	2.63	-41.50	2.00	16.00	8.44	1.05	-0.04	9.20	-2.04	-2.67	
4544760 99.03	6.56	68.81	118.94	6.54	-0.23	0.27	-0.27	3.79	1.00	-41.06	6.75	15.19	8.87	0.69	-0.71	9.13	-3.22	-1.53	
4544837 98.69	335.56	67.12	89.44	6.39	0.17	0.36	1.07	2.87	-0.58	-41.06	16.69	7.25	10.11	-0.93	-0.54	9.02	-3.82	0.29	
4544917 98.32	312.00	66.38	59.19	6.33	0.14	-0.11	0.75	2.13	-0.53	-41.50	20.75	-2.50	9.74	-1.23	1.47	8.98	-3.37	2.01	
4544993 98.04	295.19	67.56	34.06	6.22	-0.53	-0.28	0.60	2.02	-1.51	-41.06	19.25	-8.25	9.68	0.14	1.65	9.08	-1.88	3.16	
4545072 97.79	276.00	71.00	9.00	6.10	-0.94	0.16	0.47	1.12	-3.35	-41.75	10.00	-13.56	9.75	0.50	-0.50	9.30	-0.34	3.09	
4545149 97.47	254.31	74.62	-11.31	5.96	-0.57	0.58	0.68	-1.47	-5.09	-42.88	5.56	-14.38	10.07	-1.42	-2.60	9.47	0.60	2.46	
4545229 97.10	231.88	75.81	-31.31	5.89	0.15	0.16	0.16	-4.43	-3.79	-43.25	-1.75	-13.69	9.62	-3.31	-1.54	9.50	1.35	1.98	
4545309 96.56	211.81	73.94	-58.62	5.93	0.14	-0.73	0.44	-5.19	-1.30	-44.00	-4.69	-12.38	9.87	-2.88	0.09	9.42	2.31	1.40	
4545386 96.15	193.31	70.00	-91.44	5.82	-0.61	-0.97	0.60	-3.49	0.49	-43.25	-13.19	-8.75	9.82	-0.15	0.41	9.21	3.34	-0.08	
4545464 95.86	174.12	66.50	-120.31	5.67	-0.99	-0.36	1.12	-2.03	0.60	-41.75	-19.25	2.75	10.09	1.24	-1.63	8.96	3.27	-2.23	
4545541 95.58	142.62	64.44	-151.75	5.56	-0.51	0.46	1.47	-2.08	0.92	-41.06	-18.25	9.00	10.21	-0.33	-2.85	8.84	1.75	-3.86	
4545620 95.32	102.50	64.94	178.50	5.53	0.33	0.44	1.08	-1.87	3.02	-40.25	-7.88	17.19	9.96	-1.98	-1.12	8.88	-0.10	-4.14	
4545697 95.11	65.75	67.00	151.44	5.45	0.51	-0.10	1.10	0.30	4.81	-39.56	-2.69	17.56	10.13	-1.52	1.44	9.02	-1.83	-3.36	
4545776 94.78	39.69	68.25	130.94	5.28	-0.10	-0.19	0.27	3.28	4.64	-41.00	7.88	14.50	9.38	0.44	2.40	9.11	-2.83	-2.24	
4545854 94.40	12.12	67.38	110.88	5.24	-0.53	0.34	0.20	5.11	2.56	-41.00	12.00	12.00	9.23	1.48	1.35	9.02	-3.62	-1.21	
4545932 93.97	344.81	63.69	91.69	5.20	-0.47	0.97	0.50	4.52	0.34	-40.69	18.56	6.56	9.34	-0.06	0.09	8.74	-4.42	0.05	
4546012 93.51	321.31	59.38	72.00	5.02	-0.02	0.92	0.82	3.15	-0.91	-39.56	21.50	3.25	9.26	-1.59	0.62	8.44	-4.74	1.54	
4546089 93.25	303.75	56.81	51.88	4.87	-0.02	0.36	0.72	2.27	-1.37	-36.25	25.38	-6.50	8.93	-1.93	1.93	8.21	-4.21	3.30	
4546168 92.95	290.25	57.44	32.00	4.82	-0.53	-0.05	0.79	1.93	-1.83	-36.25	21.00	-15.19	9.06	-0.85	2.63	8.27	-2.79	4.46	
